ID, name, year, director, writers, actors 
007768, Center Stage: Turn It Up, 2008, Steven Jacobson, Carol Heikkinen; Karen Bloch Morse, Kenny Wormald; Rachele Brooke Smith; Sarah Jayne Jensen
007769, At First Sight, 1999, Irwin Winkler, Oliver Sacks; Steve Levitt, Val Kilmer; Mira Sorvino; Kelly McGillis
007770, Redline, 2007, Andy Cheng, Robert Foreman; Daniel Sadek, Nathan Phillips; Nadia Bjorlin; Eddie Griffin
007771, Return of the Living Dead II, 1988, Ken Wiederhorn, Ken Wiederhorn, James Karen; Thom Mathews; Michael Kenworthy
007772, A Home at the End of the World, 2004, Michael Mayer, Michael Cunningham; Michael Cunningham, Colin Farrell; Dallas Roberts; Robin Wright
007773, The Minus Man, 1999, Hampton Fancher, Lew McCreary; Hampton Fancher, Owen Wilson; Sheryl Crow; Dwight Yoakam
007774, Highway(I), 2014, Imtiaz Ali, Imtiaz Ali, Alia Bhatt; Randeep Hooda; Durgesh Kumar
007775, The Girl, 2012, Julian Jarrold, Gwyneth Hughes; Donald Spoto, Sienna Miller; Toby Jones; Imelda Staunton
007776, Major League II, 1994, David S. Ward, David S. Ward; R.J. Stewart, Charlie Sheen; Tom Berenger; Corbin Bernsen
007777, The Last Station, 2009, Michael Hoffman, Michael Hoffman; Jay Parini, Helen Mirren; James McAvoy; Christopher Plummer
007778, Setup(I), 2011, Mike Gunther, Mike Behrman; Mike Gunther, 50 Cent; Bruce Willis; Ryan Phillippe
007779, Warning Shot, 1967, Buzz Kulik, Whit Masterson; Mann Rubin, David Janssen; Ed Begley; Keenan Wynn
007780, Some Came Running, 1958, Vincente Minnelli, James Jones; John Patrick, Frank Sinatra; Dean Martin; Shirley MacLaine
007781, The Woods, 2006, Lucky McKee, David Ross, Lauren Birkell; Agnes Bruckner; Jane Gilchrist
007782, That's What I Am, 2011, Michael Pavone, Michael Pavone, Ed Harris; Chase Ellison; Molly Parker
007783, Rosencrantz &amp; Guildenstern Are Dead, 1990, Tom Stoppard, Tom Stoppard, Gary Oldman; Tim Roth; Richard Dreyfuss
007784, Family Weekend, 2013, Benjamin Epps, Matt K. Turner, Kristin Chenoweth; Matthew Modine; Olesya Rulin
007785, Eaten Alive, 1976, Tobe Hooper, Alvin L. Fast; Mohammed Rustam, Neville Brand; Mel Ferrer; Carolyn Jones
007786, Here on Earth, 2000, Mark Piznarski, Michael Seitzman, Chris Klein; Leelee Sobieski; Josh Hartnett
007787, Five, 2011, Jennifer Aniston; Patty Jenkins, Stephen Godchaux; Jill Gordon, Patricia Clarkson; Rosario Dawson; Lyndsy Fonseca
007788, Strange Blood, 2015, Chad Michael Ward, Pearry Reginald Teo; Chad Michael Ward, Robert Brettenaugh; Alexandra Bard; James Adam Lim
007789, Under Wraps, 1997, Greg Beeman, Don Rhymer, Adam Wylie; Mario Yedidia; Clara Bryant
007790, Mutiny on the Bounty, 1962, Lewis Milestone; Carol Reed, Charles Lederer; Charles Nordhoff, Marlon Brando; Trevor Howard; Richard Harris
007791, Thoroughly Modern Millie, 1967, George Roy Hill, Richard Morris, Julie Andrews; James Fox; Mary Tyler Moore
007792, Where the Buffalo Roam, 1980, Art Linson, Hunter S. Thompson; John Kaye, Peter Boyle; Bill Murray; Bruno Kirby
007793, Piranhaconda, 2012, Jim Wynorski, J. Brad Wilke; Mike MacLean, Michael Madsen; Rachel Hunter; Rib Hillis
007794, Mi vida loca, 1993, Allison Anders, Allison Anders, Angel Aviles; Seidy Lopez; Jacob Vargas
007795, 3 coeurs, 2014, Benoît Jacquot, Julien Boivent; Benoît Jacquot, Benoît Poelvoorde; Charlotte Gainsbourg; Chiara Mastroianni
007796, Jude, 1996, Michael Winterbottom, Hossein Amini; Thomas Hardy, Christopher Eccleston; Kate Winslet; Liam Cunningham
007797, Dangerous Beauty, 1998, Marshall Herskovitz, Margaret Rosenthal; Jeannine Dominy, Catherine McCormack; Rufus Sewell; Oliver Platt
007798, Half of a Yellow Sun, 2013, Biyi Bandele, Chimamanda Ngozi Adichie; Biyi Bandele, Chiwetel Ejiofor; Thandie Newton; Anika Noni Rose
007799, He Who Gets Slapped, 1924, Victor Sjöström, Leonid Andreyev; Carey Wilson, Lon Chaney; Norma Shearer; John Gilbert
007800, Sisters, 1973, Brian De Palma, Brian De Palma; Louisa Rose, Margot Kidder; Jennifer Salt; Charles Durning
007801, Venus(I), 2006, Roger Michell, Hanif Kureishi, Peter O'Toole; Jodie Whittaker; Leslie Phillips
007802, Ironclad: Battle for Blood, 2014, Jonathan English, Jonathan English; Stephen McDool, Roxanne McKee; Michelle Fairley; Tom Austen
007803, The Vatican, 2013, Ridley Scott, Paul Attanasio, Rebecca Ferguson; Matthew Goode; Kyle Chandler
007804, It's All Gone Pete Tong, 2004, Michael Dowse, Michael Dowse, Paul Kaye; Beatriz Batarda; Kate Magowan
007805, The Black Panthers: Vanguard of the Revolution, 2015, Stanley Nelson, , Stu Richel
007806, Hotell, 2013, Lisa Langseth, Lisa Langseth, Alicia Vikander; David Dencik; Anna Bjelkerud
007807, Navy Seals, 1990, Lewis Teague, Chuck Pfarrer; Gary Goldman, Charlie Sheen; Michael Biehn; Joanne Whalley
007808, My Boss's Daughter, 2003, David Zucker, David Dorfman, Ashton Kutcher; Tara Reid; Andy Richter
007809, The Sleeping Dictionary, 2003, Guy Jenkin, Guy Jenkin, Jessica Alba; Brenda Blethyn; Hugh Dancy
007810, Cider with Rosie, 1998, Charles Beeson, Laurie Lee; John Mortimer, Juliet Stevenson; Dashiell Reece; Joe Roberts
007811, Vi är bäst!, 2013, Lukas Moodysson, Lukas Moodysson; Coco Moodysson, Mira Barkhammar; Mira Grosin; Liv LeMoyne
007812, Soul Men, 2008, Malcolm D. Lee, Robert Ramsey; Matthew Stone, Samuel L. Jackson; Bernie Mac; Sharon Leal
007813, Midnight Sun, 2016, Scott Speer, Eric Kirsten, Bella Thorne; Patrick Schwarzenegger; Rob Riggle
007814, Iron Jawed Angels, 2004, Katja von Garnier, Jennifer Friedes; Sally Robinson, Hilary Swank; Margo Martindale; Anjelica Huston
007815, Oliver's Deal, 2015, Barney Elliott, Barney Elliott, Brooke Langton; Stephen Dorff; David Strathairn
007816, Joven y alocada, 2012, Marialy Rivas, Marialy Rivas; Pedro Peirano, Alicia Rodríguez; Aline Küppenheim; María Gracia Omegna
007817, Little Birds, 2011, Elgin James, Elgin James, Juno Temple; Kay Panabaker; Leslie Mann
007818, Return of the Living Dead III, 1993, Brian Yuzna, John Penney, Kent McCord; James T. Callahan; Sarah Douglas
007819, Cat Ballou, 1965, Elliot Silverstein, Walter Newman; Frank Pierson, Jane Fonda; Lee Marvin; Michael Callan
007820, Gray's Anatomy, 1996, Steven Soderbergh, Spalding Gray; Renée Shafransky, Spalding Gray; Mike McLaughlin; Melissa Robertson
007821, Battle Angel, , James Cameron, Yukito Kishiro; James Cameron, 
007822, The Three Burials of Melquiades Estrada, 2005, Tommy Lee Jones, Guillermo Arriaga, Tommy Lee Jones; Barry Pepper; Dwight Yoakam
007823, Meet Me in St. Louis, 1944, Vincente Minnelli, Irving Brecher; Fred F. Finklehoffe, Judy Garland; Margaret O'Brien; Mary Astor
007824, Dnevnoy dozor, 2006, Timur Bekmambetov, Timur Bekmambetov; Sergey Lukyanenko, Konstantin Khabenskiy; Mariya Poroshina; Vladimir Menshov
007825, Love Don't Cost a Thing, 2003, Troy Byer, Michael Swerdlick; Troy Byer, Nick Cannon; Christina Milian; Jordan Burg
007826, A Mighty Wind, 2003, Christopher Guest, Christopher Guest; Eugene Levy, Christopher Guest; Eugene Levy; Michael McKean
007827, Ryan's Daughter, 1970, David Lean, Robert Bolt, Robert Mitchum; Trevor Howard; John Mills
007828, The Perfect Game, 2009, William Dear, W. William Winokur; W. William Winokur, Clifton Collins Jr.; Cheech Marin; Moises Arias
007829, Cass, 2008, Jon S. Baird, Jon S. Baird; Cass Pennant, Nonso Anozie; Gavin Brocker; Leo Gregory
007830, One Tree Hill: Always &amp; Forever, 2012, , , Danneel Ackles; Michelle Branch; Marcus Lyle Brown
007831, Women in Love, 1969, Ken Russell, D.H. Lawrence; Larry Kramer, Alan Bates; Oliver Reed; Glenda Jackson
007832, Dark Space, 2013, Emmett Callinan, Emmett Callinan, Alana Dietze; Steve West; Tonya Kay
007833, Shirley Valentine, 1989, Lewis Gilbert, Willy Russell; Willy Russell, Pauline Collins; Tom Conti; Julia McKenzie
007834, What Happened to Monday?, 2016, Tommy Wirkola, Max Botkin; Kerry Williamson, Noomi Rapace; Willem Dafoe; Glenn Close
007835, Journey to the Center of the Earth, 1959, Henry Levin, Walter Reisch; Charles Brackett, James Mason; Pat Boone; Arlene Dahl
007836, Caníbal, 2013, Manuel Martín Cuenca, Humberto Arenal; Alejandro Hernández, Antonio de la Torre; Olimpia Melinte; María Alfonsa Rosso
007837, The Firm, 2009, Nick Love, Al Ashton; Nick Love, Paul Anderson; Calum MacNab; Daniel Mays
007838, Critters 3, 1991, Kristine Peterson, Rupert Harvey; Barry Opper, John Calvin; Aimee Brooks; Christian Cousins
007839, Full Frontal, 2002, Steven Soderbergh, Coleman Hough, Julia Roberts; David Hyde Pierce; David Duchovny
007840, Universal Soldier: The Return, 1999, Mic Rodgers, Richard Rothstein; Christopher Leitch, Jean-Claude Van Damme; Bill Goldberg; Heidi Schanz
007841, The Girl Who Kicked the Hornets' Nest, , , , 
007842, Corvette Summer, 1978, Matthew Robbins, Hal Barwood; Matthew Robbins, Mark Hamill; Annie Potts; Eugene Roche
007843, Oslo, 31. august, 2011, Joachim Trier, Pierre Drieu La Rochelle; Joachim Trier, Anders Danielsen Lie; Hans Olav Brenner; Ingrid Olava
007844, Treasure Island, 2012, Steve Barron, Stewart Harcourt; Robert Louis Stevenson, Eddie Izzard; Toby Regbo; Rupert Penry-Jones
007845, Table 19, 2016, Jeffrey Blitz, Jay Duplass; Mark Duplass, Anna Kendrick; Amanda Crew; Maria Thayer
007846, My Stepmother Is an Alien, 1988, Richard Benjamin, Jerico; Herschel Weingrod, Dan Aykroyd; Kim Basinger; Jon Lovitz
007847, Let's Go to Prison, 2006, Bob Odenkirk, Robert Ben Garant; Thomas Lennon, Dax Shepard; Will Arnett; Chi McBride
007848, Sleuth, 1972, Joseph L. Mankiewicz, Anthony Shaffer; Anthony Shaffer, Laurence Olivier; Michael Caine; Alec Cawthorne
007849, Hounddog, 2007, Deborah Kampmeier, Deborah Kampmeier, Dakota Fanning; David Morse; Piper Laurie
007850, The Prince of Tides, 1991, Barbra Streisand, Pat Conroy; Pat Conroy, Barbra Streisand; Nick Nolte; Blythe Danner
007851, Karachi se Lahore, 2015, Wajahat Rauf, Yasir Hussain; Wajahat Rauf, Shehzad Sheikh; Ayesha Omar; Yasir Hussain
007852, How to Make Love to a Woman, 2010, Scott Culver, Dennis Kao, Josh Meyers; Krysten Ritter; Eugene Byrd
007853, The Fighting Temptations, 2003, Jonathan Lynn, Elizabeth Hunter; Elizabeth Hunter, Cuba Gooding Jr.; Beyoncé Knowles; Mike Epps
007854, Teacher of the Year, 2014, Jason Strouse, Jason Strouse, Matt Letscher; Keegan-Michael Key; Sunny Mabrey
007855, Jack and the Beanstalk, 2009, Gary J. Tunnicliffe, Flip Kobler; Cindy Marcus, Colin Ford; Chloë Grace Moretz; Christopher Lloyd
007856, Last Days, 2005, Gus Van Sant, Gus Van Sant, Michael Pitt; Lukas Haas; Asia Argento
007857, Little Buddha, 1993, Bernardo Bertolucci, Bernardo Bertolucci; Rudy Wurlitzer, Keanu Reeves; Bridget Fonda; Ruocheng Ying
007858, Freaky Friday, 1976, Gary Nelson, Mary Rodgers; Mary Rodgers, Barbara Harris; Jodie Foster; John Astin
007859, American Poltergeist, 2015, Mike Rutkowski, Nicole Holland; Mike Rutkowski, Arthur Richardson; Simona Fusco; Donna Spangler
007860, Der Staat gegen Fritz Bauer, 2015, Lars Kraume, Lars Kraume; Olivier Guez, Burghart Klaußner; Ronald Zehrfeld; Robert Atzorn
007861, Debug, 2014, David Hewlett, David Hewlett, Tenika Davis; Adrian Holmes; Kjartan Hewitt
007862, The Clan of the Cave Bear, 1986, Michael Chapman, Jean M. Auel; John Sayles, Daryl Hannah; Pamela Reed; James Remar
007863, The Pill, 2011, J.C. Khoury, J.C. Khoury, Noah Bean; Rachel Boston; Anna Chlumsky
007864, The Dinner Game, 1998, Francis Veber, Francis Veber, Thierry Lhermitte; Jacques Villeret; Francis Huster
007865, The Blue Max, 1966, John Guillermin, Jack Hunter; Ben Barzman, George Peppard; James Mason; Ursula Andress
007866, Trees Lounge, 1996, Steve Buscemi, Steve Buscemi, Steve Buscemi; Carol Kane; Mark Boone Junior
007867, A Perfect Man, 2013, Kees Van Oostrum, Larry Brand; Peter Elkoff, Jeanne Tripplehorn; Liev Schreiber; Joelle Carter
007868, Them!, 1954, Gordon Douglas, Ted Sherdeman; Russell S. Hughes, James Whitmore; Edmund Gwenn; Joan Weldon
007869, Angel, 2007, François Ozon, Elizabeth Taylor; François Ozon, Romola Garai; Sam Neill; Lucy Russell
007870, Casual Sex?, 1988, Geneviève Robert, Wendy Goldman; Judy Toll, Lea Thompson; Victoria Jackson; Stephen Shellen
007871, Billy Jack, 1971, Tom Laughlin, Tom Laughlin; Delores Taylor, Tom Laughlin; Delores Taylor; Clark Howat
007872, The China Syndrome, 1979, James Bridges, Mike Gray; T.S. Cook, Jane Fonda; Jack Lemmon; Michael Douglas
007873, The Ten, 2007, David Wain, Ken Marino; David Wain, Paul Rudd; Jessica Alba; Winona Ryder
007874, A Better Life, 2011, Chris Weitz, Eric Eason; Roger L. Simon, Demian Bichir; José Julián; Eddie 'Piolin' Sotelo
007875, Standing Up(II), 2013, D.J. Caruso, D.J. Caruso; Brock Cole, Chandler Canterbury; Annalise Basso; Radha Mitchell
007876, Freezer, 2014, Mikael Salomon, Tom Doganoglu; Shane Weisfeld, Peter Facinelli; Dylan McDermott; Yuliya Snigir
007877, X-Force, , Jeff Wadlow, Rob Liefeld; Rob Liefeld, 
007878, The Air I Breathe, 2007, Jieho Lee, Jieho Lee; Bob DeRosa, Brendan Fraser; Sarah Michelle Gellar; Andy Garcia
007879, The Sugarland Express, 1974, Steven Spielberg, Hal Barwood; Matthew Robbins, Goldie Hawn; Ben Johnson; Michael Sacks
007880, Trilogy of Terror, 1975, Dan Curtis, William F. Nolan; Richard Matheson, Karen Black; Robert Burton; John Karlen
007881, Wolf(I), 2013, Jim Taihuttu, Jim Taihuttu, Chemseddine Amar; Mark Catuogno; Jill Ann Christiano
007882, Dare, 2009, Adam Salky, David Brind, Emmy Rossum; Zach Gilford; Ashley Springer
007883, I Love You to Death, 1990, Lawrence Kasdan, John Kostmayer, Kevin Kline; Tracey Ullman; William Hurt
007884, Kishibe no tabi, 2015, Kiyoshi Kurosawa, Kiyoshi Kurosawa; Kazumi Yumoto, Eri Fukatsu; Tadanobu Asano; Masaaki Akahori
007885, Love and Other Disasters, 2006, Alek Keshishian, Alek Keshishian, Brittany Murphy; Matthew Rhys; Catherine Tate
007886, Cedar Rapids, 2011, Miguel Arteta, Phil Johnston, Ed Helms; John C. Reilly; Anne Heche
007887, The Fluffy Movie: Unity Through Laughter, 2014, Manny Rodriguez; Jay Lavender, , Gabriel Iglesias; Jacqueline Obradors; Gina Brillon
007888, White Nights, 1985, Taylor Hackford, James Goldman; Eric Hughes, Mikhail Baryshnikov; Gregory Hines; Jerzy Skolimowski
007889, Ab Fab: The Movie, 2016, Mandie Fletcher, Jennifer Saunders, Kim Kardashian West; Joanna Lumley; Chris Colfer
007890, Addicted to Love, 1997, Griffin Dunne, Robert Gordon, Meg Ryan; Matthew Broderick; Kelly Preston
007891, Rak ti Khon Kaen, 2015, Apichatpong Weerasethakul, , Jenjira Pongpas; Banlop Lomnoi; Jarinpattra Rueangram
007892, L'attesa, 2015, Piero Messina, Giacomo Bendotti; Ilaria Macchia, Juliette Binoche; Giorgio Colangeli; Lou de Laâge
007893, Waist Deep, 2006, Vondie Curtis-Hall, Vondie Curtis-Hall; Darin Scott, Tyrese Gibson; Meagan Good; Larenz Tate
007894, In Fear(I), 2013, Jeremy Lovering, Jeremy Lovering, Iain De Caestecker; Alice Englert; Allen Leech
007895, Cougar Club, 2007, Christopher Duddy, Christopher Duddy; Glenn W. Garland, Jason Jurman; Warren Kole; Joe Mantegna
007896, Loving Vincent, 2016, Dorota Kobiela; Hugh Welchman, Dorota Kobiela; Hugh Welchman, Saoirse Ronan; Aidan Turner; Helen McCrory
007897, An Amish Murder, 2013, Stephen Gyllenhaal, Mark Malone, Neve Campbell; Christian Campbell; C. Thomas Howell
007898, The Story of Us, 1999, Rob Reiner, Alan Zweibel; Jessie Nelson, Bruce Willis; Michelle Pfeiffer; Colleen Rennison
007899, Untitled Han Solo Star Wars Anthology Film, 2018, Phil Lord; Christopher Miller, Jon Kasdan; Lawrence Kasdan, 
007900, The Philly Kid, 2012, Jason Connery, Adam Mervis, Wes Chatham; Devon Sawa; Sarah Butler
007901, The Haunting of Molly Hartley, 2008, Mickey Liddell, John Travis; Rebecca Sonnenshine, Haley Bennett; Chace Crawford; Jake Weber
007902, Postal, 2007, Uwe Boll, Uwe Boll; Bryan C. Knight, Dave Foley; Verne Troyer; Zack Ward
007903, Tape, 2001, Richard Linklater, Stephen Belber; Stephen Belber, Ethan Hawke; Robert Sean Leonard; Uma Thurman
007904, A Princess for Christmas, 2011, Michael Damian, Janeen Damian; Michael Damian, Katie McGrath; Roger Moore; Sam Heughan
007905, Le meraviglie, 2014, Alice Rohrwacher, Alice Rohrwacher, Alba Rohrwacher; Maria Alexandra Lungu; Sam Louwyck
007906, Deep in the Darkness, 2014, Colin Theys, John Doolan; Michael Laimo, Dean Stockwell; Sean Patrick Thomas; Blanche Baker
007907, Fearless, 1993, Peter Weir, Rafael Yglesias; Rafael Yglesias, Jeff Bridges; Isabella Rossellini; Rosie Perez
007908, Yellow Sky, 1948, William A. Wellman, Lamar Trotti; W.R. Burnett, Gregory Peck; Anne Baxter; Richard Widmark
007909, The Long Good Friday, 1980, John Mackenzie, Barrie Keeffe, Bob Hoskins; Helen Mirren; Dave King
007910, The Monkey's Paw(I), 2013, Brett Simmons, Macon Blair; W.W. Jacobs, C.J. Thomason; Stephen Lang; Michelle Pierce
007911, Garage Sale Mystery, 2013, Peter DeLuise, Suzi Weinert; Walter Klenhard, Lori Loughlin; Rick Ravanello; Andrew Dunbar
007912, Charming, 2016, Ross Venokur, Ross Venokur, Avril Lavigne; Wilmer Valderrama; Demi Lovato
007913, Landmine Goes Click, 2015, Levan Bakhia, Levan Bakhia; Adrian Colussi, Sterling Knight; Spencer Locke; Dean Geyer
007914, Ping Pong Summer, 2014, Michael Tully, Michael Tully; Michael Tully, Marcello Conte; Judah Friedlander; Amy Sedaris
007915, Stone Cold, 1991, Craig R. Baxley, Walter Doniger, Brian Bosworth; Lance Henriksen; William Forsythe
007916, Ghoulies, 1984, Luca Bercovici, Luca Bercovici; Jefery Levy, Lisa Pelikan; Peter Liapis; Michael Des Barres
007917, Amber Alert, 2012, Kerry Bellessa, Kerry Bellessa; Joshua Oram, Summer Bellessa; Chris Hill; Jasen Wade
007918, 9. april, 2015, Roni Ezra, Tobias Lindholm, Lars Mikkelsen; Pilou Asbæk; Gustav Dyekjær Giese
007919, Gespensterjäger, 2015, Tobi Baumann, Tobi Baumann; Murmel Clausen, Milo Parker; Anke Engelke; Bastian Pastewka
007920, American Blood, , , , 
007921, Tokyo Story, 1953, Yasujirô Ozu, Kôgo Noda; Yasujirô Ozu, Chishû Ryû; Chieko Higashiyama; Sô Yamamura
007922, The Breed, 2006, Nicholas Mastandrea, Robert Conte; Peter Wortmann, Michelle Rodriguez; Oliver Hudson; Taryn Manning
007923, Lost in the Sun(II), 2015, Trey Nelson, Trey Nelson, Josh Duhamel; Josh Wiggins; Lynn Collins
007924, The Godmother, , Gerard Johnson, Frank Baldwin, Catherine Zeta-Jones; Catalina Sandino Moreno; Olivier Martinez
007925, Repentance(I), 2013, Philippe Caland, Shintaro Shimosawa; Philippe Caland, Anthony Mackie; Forest Whitaker; Sanaa Lathan
007926, The Eiger Sanction, 1975, Clint Eastwood, Hal Dresner; Warren Murphy, Clint Eastwood; George Kennedy; Vonetta McGee
007927, Breakfast on Pluto, 2005, Neil Jordan, Neil Jordan; Pat McCabe, Cillian Murphy; Morgan Jones; Eva Birthistle
007928, War, Inc., 2008, Joshua Seftel, Mark Leyner; Jeremy Pikser, John Cusack; Marisa Tomei; Hilary Duff
007929, Tamara, 2005, Jeremy Haft, Jeffrey Reddick, Jenna Dewan Tatum; Katie Stuart; Chad Faust
007930, Safe, 1995, Todd Haynes, Todd Haynes, Julianne Moore; Xander Berkeley; Dean Norris
007931, Severance, 2006, Christopher Smith, James Moran; Christopher Smith, Danny Dyer; Laura Harris; Tim McInnerny
007932, The Children's Hour, 1961, William Wyler, Lillian Hellman; John Michael Hayes, Audrey Hepburn; Shirley MacLaine; James Garner
007933, Biker Boyz, 2003, Reggie Rock Bythewood, Michael Gougis; Craig Fernandez, Laurence Fishburne; Derek Luke; Orlando Jones
007934, Affluenza, 2014, Kevin Asch, Antonio Macia; Kevin Asch, Ben Rosenfield; Gregg Sulkin; Nicola Peltz
007935, Gunga Din, 1939, George Stevens, Joel Sayre; Fred Guiol, Cary Grant; Joan Fontaine; Victor McLaglen
007936, Barfly, 1987, Barbet Schroeder, Charles Bukowski, Mickey Rourke; Faye Dunaway; Alice Krige
007937, Caveman, 1981, Carl Gottlieb, Rudy De Luca; Carl Gottlieb, Ringo Starr; Dennis Quaid; Shelley Long
007938, Glory Daze, 1995, Rich Wilkes, Rich Wilkes, Ben Affleck; Sam Rockwell; Megan Ward
007939, CB4, 1993, Tamra Davis, Chris Rock; Nelson George, Chris Rock; Allen Payne; Deezer D
007940, Strangers with Candy, 2005, Paul Dinello, Stephen Colbert; Paul Dinello, Amy Sedaris; Stephen Colbert; Paul Dinello
